Bin	Phylum	Depth	TvC20	TvC40	cynS	nit	URE	amiF	mauAB	qhpA	amo_pmo	hao	nxrAB	narGH	napA	narB	nasA	nirB	nrfA	nirA	nirK	norB	nosZ	xoxF	Fal1	Fal2	Fal3	Fal4	Frm1	Frm2	Frm3	coxL.I	acs
14_1009_09_30cm_Bacteria_7988_56_8	Verrucomicrobia	Neither	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_09_30cm_Bacteria_8002_60_6	Acidobacteria	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
14_1009_09_30cm_Betaproteobacteria_7996_64_8	Betaproteobacteria	Neither	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0
14_1009_09_30cm_Deltaproteobacteria_7955_55_8	Deltaproteobacteria	Increase	Neither	Neither	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1
14_1009_09_30cm_Gemmatimonadetes_7962_61_6	Gemmatimonadetes	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
14_1009_09_30cm_Ktedonobacter_racemifer_8023_53_6	Chloroflexi	Decrease	Neither	Neither	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1
14_1009_09_30cm_Proteobacteria_8014_68_16	Deltaproteobacteria	Neither	Neither	Neither	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
14_1009_09_30cm_unknown_8071_51_10	Bathyarchaeota	Increase	Neither	Decrease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_09_30cm_Verrucomicrobia_7983_55_7	Verrucomicrobia	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14_1009_09_40cm_Actinobacteria_8186_69_16	Actinobacteria	Increase	Decrease	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
14_1009_09_40cm_Bacteria_8173_65_11	Chloroflexi	Increase	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_1009_09_40cm_Bacteria_8185_57_8	Acidobacteria	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_09_40cm_Bacteria_8194_68_8	Rokubacteria	Increase	Neither	Neither	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1
14_1009_09_40cm_Bacteria_8203_56_9	Acidobacteria	Increase	Increase	Neither	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1
14_1009_09_40cm_Bacteria_8204_55_10	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_09_40cm_Bacteria_8215_66_7	Chloroflexi	Increase	Neither	Neither	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_1009_09_40cm_Bacteria_8247_68_6	Actinobacteria	Increase	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1
14_1009_09_40cm_Betaproteobacteria_8214_67_7	Betaproteobacteria	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1
14_1009_12_20cm_Acidobacteria_8358_56_5	Acidobacteria	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1
14_1009_12_20cm_Actinobacteria_8341_71_11	Actinobacteria	Neither	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_12_20cm_Archaea_8417_52_8	Bathyarchaeota	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_12_20cm_Bacteria_8343_66_8	Chloroflexi	Decrease	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_12_20cm_Bacteria_8345_65_5	Chloroflexi	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1
14_1009_12_20cm_Bacteria_8347_66_8	Chloroflexi	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_1009_12_20cm_Bacteria_8356_72_5	Chloroflexi	Neither	Neither	Neither	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1
14_1009_12_20cm_Bacteria_8370_66_8	Chloroflexi	Decrease	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_1009_12_20cm_Bacteria_8371_69_6	Chloroflexi	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_12_20cm_Bacteria_8391_55_8	Verrucomicrobia	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_12_20cm_Betaproteobacteria_8351_62_5	Betaproteobacteria	Decrease	Neither	Neither	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1
14_1009_12_20cm_Ktedonobacter_racemifer_10581_54_6	Chloroflexi	Decrease	Neither	Decrease	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
14_1009_12_20cm_Ktedonobacter_racemifer_8422_52_9	Chloroflexi	Decrease	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
14_1009_12_20cm_Proteobacteria_8340_68_17	Gammaproteobacteria	Decrease	Decrease	Neither	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1
14_1009_12_30cm_Acidobacteria_8525_55_6	Acidobacteria	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
14_1009_12_30cm_Archaea_8560_57_7	Thaumarchaeota	Increase	Neither	Neither	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_12_30cm_Bacteria_8503_67_7	Chloroflexi	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_12_30cm_Bacteria_8507_66_11	Chloroflexi	Neither	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_1009_12_30cm_Bacteria_8515_67_14	Chloroflexi	Neither	Decrease	Decrease	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
14_1009_12_30cm_Bacteria_8516_55_13	Verrucomicrobia	Neither	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_12_30cm_Bacteria_8526_66_10	Chloroflexi	Decrease	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_1009_12_30cm_Bacteria_8528_67_7	Chloroflexi	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
14_1009_12_30cm_Euryarchaeota_8492_64_9	Euryarchaeota	Increase	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_1009_12_30cm_Euryarchaeota_8531_64_9	Euryarchaeota	Increase	Decrease	Decrease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_12_30cm_Gemmatimonadetes_8487_69_13	Gemmatimonadetes	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1
14_1009_12_30cm_Gemmatimonadetes_8494_70_15	Gemmatimonadetes	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1
14_1009_12_30cm_Gemmatimonadetes_8497_69_11	Gemmatimonadetes	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1
14_1009_12_30cm_Proteobacteria_8501_67_8	Gammaproteobacteria	Decrease	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1
14_1009_12_30cm_unknown_8517_52_13	Bathyarchaeota	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_12_40cm_Acidobacteria_8689_60_7	Acidobacteria	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_12_40cm_Acidobacteria_8715_61_7	Acidobacteria	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
14_1009_12_40cm_Acidobacteria_8738_65_6	Acidobacteria	Neither	Decrease	Decrease	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1
14_1009_12_40cm_Armatimonadetes_8702_65_16	ANGP1	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_12_40cm_Bacteria_8675_66_16	Chloroflexi	Neither	Decrease	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_1009_12_40cm_Bacteria_8691_66_10	Chloroflexi	Neither	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_1009_12_40cm_Bacteria_8692_64_7	ANGP1	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_12_40cm_Bacteria_8693_55_9	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_12_40cm_Bacteria_8698_65_8	Chloroflexi	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_1009_12_40cm_Bacteria_8709_66_12	Chloroflexi	Neither	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_1009_12_40cm_Bacteria_8716_66_9	Chloroflexi	Increase	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1
14_1009_12_40cm_Bacteria_8719_56_8	Verrucomicrobia	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_12_40cm_Bacteria_8731_55_7	Verrucomicrobia	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_12_40cm_Bacteria_8767_65_6	Chloroflexi	Neither	Decrease	Neither	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
14_1009_12_40cm_Betaproteobacteria_8764_65_6	Betaproteobacteria	Increase	Neither	Decrease	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_1009_12_40cm_Euryarchaeota_8735_64_14	Euryarchaeota	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_1009_12_40cm_Euryarchaeota_8773_66_8	Euryarchaeota	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
14_1009_12_40cm_Proteobacteria_8680_68_6	Gammaproteobacteria	Decrease	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1
14_1009_12_40cm_Thaumarchaeota_8705_38_5	Thaumarchaeota	Increase	Decrease	Decrease	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
14_1009_12_40cm_Thaumarchaeota_8761_35_9	Thaumarchaeota	Neither	Neither	Neither	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_12_40cm_unknown_8796_56_10	Thaumarchaeota	Increase	Decrease	Neither	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_12_40cm_Xanthomonadales_8686_62_5	Gammaproteobacteria	Increase	Neither	Neither	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1
14_1009_13_20cm_Acidobacteria_8926_56_6	Acidobacteria	Decrease	Increase	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_13_20cm_Actinobacteria_9007_69_6	Actinobacteria	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1
14_1009_13_20cm_Bacteria_8927_66_8	Chloroflexi	Decrease	Neither	Neither	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_1009_13_20cm_Bacteria_8932_54_8	Verrucomicrobia	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_13_20cm_Bacteria_8945_55_10	Verrucomicrobia	Decrease	Increase	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1
14_1009_13_20cm_Bacteria_8946_55_8	Verrucomicrobia	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_13_20cm_Bacteria_8947_65_7	Chloroflexi	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_1009_13_20cm_Bacteria_8955_54_8	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_13_20cm_Bacteria_8956_55_6	Verrucomicrobia	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
14_1009_13_20cm_Bacteria_8964_55_8	Verrucomicrobia	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_13_20cm_Bacteria_8969_68_5	Rokubacteria	Increase	Increase	Neither	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_1009_13_20cm_Bacteria_8972_65_5	Chloroflexi	Decrease	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1
14_1009_13_20cm_Betaproteobacteria_8976_63_5	Betaproteobacteria	Decrease	Increase	Increase	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1
14_1009_13_20cm_Bradyrhizobium_8951_60_7	Alphaproteobacteria	Decrease	Neither	Neither	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1
14_1009_13_20cm_Gemmatimonadetes_8987_66_6	Gemmatimonadetes	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1
14_1009_13_20cm_Proteobacteria_8922_67_8	Gammaproteobacteria	Decrease	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1
14_1009_13_20cm_Rokubacteria_8968_70_11	Rokubacteria	Decrease	Neither	Neither	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1
14_1009_13_20cm_unknown_8931_52_11	Bathyarchaeota	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_13_30cm_Actinobacteria_9104_69_9	Actinobacteria	Neither	Neither	Neither	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1
14_1009_13_30cm_Alphaproteobacteria_9118_65_10	Alphaproteobacteria	Decrease	Neither	Neither	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1
14_1009_13_30cm_Bacteria_9073_70_12	Deltaproteobacteria	Increase	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
14_1009_13_30cm_Bacteria_9084_70_9	Chloroflexi	Increase	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
14_1009_13_30cm_Bacteria_9093_69_12	Rokubacteria	Increase	Increase	Neither	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1
14_1009_13_30cm_Bacteria_9094_67_12	Chloroflexi	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_13_30cm_Bacteria_9095_55_10	Verrucomicrobia	Increase	Increase	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_13_30cm_Bacteria_9099_55_14	Verrucomicrobia	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_13_30cm_Bacteria_9108_59_8	Acidobacteria	Increase	Increase	Neither	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_13_30cm_Bacteria_9112_55_7	Verrucomicrobia	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_13_30cm_Bacteria_9129_66_7	Chloroflexi	Decrease	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
14_1009_13_30cm_Bacteria_9148_70_6	Deltaproteobacteria	Increase	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
14_1009_13_30cm_Bacteria_9164_55_9	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_13_30cm_Betaproteobacteria_9106_63_6	Betaproteobacteria	Neither	Neither	Neither	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1
14_1009_13_30cm_Betaproteobacteria_9140_65_8	Betaproteobacteria	Decrease	Increase	Increase	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
14_1009_13_30cm_Nitrospirae_9136_62_9	Nitrospirae	Increase	Decrease	Neither	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_1009_13_30cm_Proteobacteria_9082_68_9	Gammaproteobacteria	Decrease	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1
14_1009_13_40cm_Archaea_9334_53_6	Bathyarchaeota	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14_1009_13_40cm_Bacteria_9307_55_11	Verrucomicrobia	Neither	Increase	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_13_40cm_Bacteria_9326_59_7	Acidobacteria	Increase	Neither	Neither	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_13_40cm_Bacteria_9335_55_11	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_13_40cm_Bacteria_9342_55_11	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14_1009_13_40cm_Bacteria_9348_71_6	Deltaproteobacteria	Increase	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1
14_1009_13_40cm_Proteobacteria_9304_69_11	Gammaproteobacteria	Decrease	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1
14_1009_13_40cm_Rokubacteria_9336_68_7	Rokubacteria	Increase	Neither	Neither	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1
14_1009_16_20cm_Acidobacteria_9472_55_5	Acidobacteria	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
14_1009_16_20cm_Acidobacteria_9494_68_6	Acidobacteria	Decrease	Neither	Neither	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1
14_1009_16_20cm_Bacteria_9469_65_9	Chloroflexi	Increase	Neither	Neither	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_1009_16_20cm_Bacteria_9483_66_6	Chloroflexi	Decrease	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_1009_16_20cm_Bacteria_9487_66_12	Chloroflexi	Decrease	Neither	Neither	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_1009_16_20cm_Bacteria_9489_55_9	Verrucomicrobia	Decrease	Neither	Increase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_16_20cm_Bacteria_9490_55_8	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_16_20cm_Bacteria_9503_55_8	Verrucomicrobia	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_1009_16_20cm_Bacteria_9522_55_7	Verrucomicrobia	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
14_1009_16_20cm_Bacteria_9543_54_6	Verrucomicrobia	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
14_1009_16_20cm_Bacteria_9553_67_8	Chloroflexi	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_16_20cm_Deltaproteobacteria_9493_68_7	Deltaproteobacteria	Decrease	Neither	Neither	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
14_1009_16_20cm_Euryarchaeota_9465_64_7	Euryarchaeota	Increase	Neither	Neither	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_1009_16_20cm_Proteobacteria_9488_68_5	Deltaproteobacteria	Decrease	Neither	Decrease	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1
14_1009_16_20cm_Rokubacteria_9470_69_6	Rokubacteria	Neither	Increase	Neither	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1
14_1009_16_30cm_Acidobacteria_9622_60_6	Acidobacteria	Increase	Neither	Neither	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_16_30cm_Acidobacteria_9671_56_15	Acidobacteria	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_1009_16_30cm_Acidobacteria_9688_63_7	Acidobacteria	Increase	Neither	Neither	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
14_1009_16_30cm_Acidobacteria_9743_64_7	Acidobacteria	Increase	Increase	Neither	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
